Header; Nr_of_streams; recording TimeStamp; Operation; Number of packets; packateNr; Sending TimeStamp; TX_Valid; TX_Last; TX_Address; TX_Value; RX_LAST; RX_valid; RX_Address; RX_VALUE; Dummy; Tail
268435455; 78815; 1427424288; 0; 388; 16170; 1427695705; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78816; 1427427436; 0; 388; 16170; 1427695706; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78817; 1427427546; 0; 388; 16170; 1427695707; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78818; 1427429964; 0; 388; 16170; 1427695708; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78819; 1427430074; 0; 388; 16170; 1427695709; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78820; 1427430184; 0; 388; 16170; 1427695710; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78821; 1427433340; 0; 388; 16170; 1427695711; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78822; 1427433450; 0; 388; 16170; 1427695712; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78823; 1427433560; 0; 388; 16170; 1427695713; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78824; 1427436348; 0; 388; 16170; 1427695714; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78825; 1427436458; 0; 388; 16170; 1427695715; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78826; 1427436568; 0; 388; 16170; 1427695716; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78827; 1427439668; 0; 388; 16170; 1427695717; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78828; 1427439778; 0; 388; 16170; 1427695718; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78829; 1427439888; 0; 388; 16170; 1427695719; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78830; 1427442780; 0; 388; 16170; 1427695720; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78831; 1427442890; 0; 388; 16170; 1427695721; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78832; 1427445340; 0; 388; 16170; 1427695722; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78833; 1427445450; 0; 388; 16170; 1427695723; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78834; 1427445560; 0; 388; 16170; 1427695724; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78835; 1427448964; 0; 388; 16170; 1427695725; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78836; 1427449074; 0; 388; 16170; 1427695726; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78837; 1427449184; 0; 388; 16170; 1427695727; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78838; 1427451660; 0; 388; 16170; 1427695728; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78839; 1427451770; 0; 388; 16170; 1427695729; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78840; 1427451880; 0; 388; 16170; 1427695730; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78841; 1427455170; 0; 388; 16170; 1427695731; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78842; 1427455280; 0; 388; 16170; 1427695732; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78843; 1427455390; 0; 388; 16170; 1427695733; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78844; 1427458138; 0; 388; 16170; 1427695734; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78845; 1427458248; 0; 388; 16170; 1427695735; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78846; 1427460650; 0; 388; 16170; 1427695736; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78847; 1427460760; 0; 388; 16170; 1427695737; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78848; 1427460870; 0; 388; 16170; 1427695738; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78849; 1427464690; 0; 388; 16170; 1427695739; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78850; 1427464800; 0; 388; 16170; 1427695740; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78851; 1427464910; 0; 388; 16170; 1427695741; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78852; 1427465020; 0; 388; 16170; 1427695742; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78853; 1427467890; 0; 388; 16170; 1427695743; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78854; 1427468000; 0; 388; 16170; 1427695744; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78855; 1427470474; 0; 388; 16170; 1427695745; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78856; 1427470584; 0; 388; 16170; 1427695746; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78857; 1427470694; 0; 388; 16170; 1427695747; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78858; 1427473394; 0; 388; 16170; 1427695748; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78859; 1427473504; 0; 388; 16170; 1427695749; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78860; 1427473614; 0; 388; 16170; 1427695750; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78861; 1427476746; 0; 388; 16170; 1427695751; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78862; 1427476856; 0; 388; 16170; 1427695752; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78863; 1427476966; 0; 388; 16170; 1427695753; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78864; 1427480586; 0; 388; 16170; 1427695754; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78865; 1427480696; 0; 388; 16170; 1427695755; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78866; 1427480806; 0; 388; 16170; 1427695756; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78867; 1427483298; 0; 388; 16170; 1427695757; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78868; 1427483408; 0; 388; 16170; 1427695758; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78869; 1427483518; 0; 388; 16170; 1427695759; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78870; 1427486722; 0; 388; 16170; 1427695760; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78871; 1427486832; 0; 388; 16170; 1427695761; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78872; 1427486942; 0; 388; 16170; 1427695762; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78873; 1427490154; 0; 388; 16170; 1427695763; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78874; 1427490264; 0; 388; 16170; 1427695764; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78875; 1427490374; 0; 388; 16170; 1427695765; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78876; 1427493162; 0; 388; 16170; 1427695766; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78877; 1427495946; 0; 388; 16170; 1427695767; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78878; 1427496056; 0; 388; 16170; 1427695768; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78879; 1427496166; 0; 388; 16170; 1427695769; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78880; 1427496276; 0; 388; 16170; 1427695770; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78881; 1427498650; 0; 388; 16170; 1427695771; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78882; 1427498760; 0; 388; 16170; 1427695772; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78883; 1427501234; 0; 388; 16170; 1427695773; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78884; 1427501344; 0; 388; 16170; 1427695774; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78885; 1427501454; 0; 388; 16170; 1427695775; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78886; 1427504738; 0; 388; 16170; 1427695776; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78887; 1427504848; 0; 388; 16170; 1427695777; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78888; 1427504958; 0; 388; 16170; 1427695778; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78889; 1427507674; 0; 388; 16170; 1427695779; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78890; 1427507784; 0; 388; 16170; 1427695780; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78891; 1427511570; 0; 388; 16170; 1427695781; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78892; 1427511680; 0; 388; 16170; 1427695782; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78893; 1427511790; 0; 388; 16170; 1427695783; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
268435455; 78894; 1427511900; 0; 388; 16170; 1427695784; 0; 0; 0; 0; 0; 1; 0; 0; 0; 268435454
